-10,0.6483608279297431138376115375956952
-9.9,0.5145529084378572074984215778550789
-9.8,0.3938830406944135590853583660435723
-9.7,0.2823883456529778019426934134305400
-9.6,0.1770376064614978467797190260898347
-9.5,0.07536423857603466032239580113843114
-9.4,0.02478303279026321785935243105346391
-9.3,0.1254295977827230913868491009114438
-9.2,0.2286417115044152000004377943102553
-9.1,0.3367005263164737697171174152756829
-9.0,0.4523156591901375049147818742845547
-8.9,0.5789235879460012423021816720484802
-8.8,0.7211468756052185540113947504154195
-8.7,0.8855569366872381026690578550944021
-8.6,1.082032423970277822609025404148298
-8.5,1.326364328276029592711814076329134
-8.4,1.645710727628884611167291836244319
-8.3,2.091377514173637660370916431513891
-8.2,2.773749294941874011578055506598225
-8.1,3.982398244560704851899955057371247
-8.0,6.799711436522058560843155185552377
-7.9,21.71511162055651747505631943728309
-7.8,-18.50682048544847397780265130516037
-7.7,-6.442872384823204788950178652990994
-7.6,-3.852265695748355451385543001446056
-7.5,-2.706013867494118055693706309065489
-7.4,-2.049284169755366475022580873356607
-7.3,-1.616561424626402377506207439991771
-7.2,-1.304620940761054264618467267930041
-7.1,-1.064893127728155364648438291007955
-7.0,-0.8714479826885775298962797440690569
-6.9,-0.7091111506307434655552080170743108
-6.8,-0.5683399786205874342751797911641826
-6.7,-0.4427574166310744982794169823275192
-6.6,-0.3278580065603582123941062606925407
-6.5,-0.2202772001105499302808051202717857
-6.4,-0.1173489470900730316280072537054857
-6.3,-0.01681627771651188311588174261443148
-6.2,0.08337771482820150099718553342632895
-6.1,0.1852622306252289211446638311767528
-6.0,0.2910061912763112917409999422272169
-5.9,0.4031108996886788907441820869869227
-5.8,0.5246662216336171881546804055732357
-5.7,0.6597305715423046055337518307941796
-5.6,0.8139432837272638617703165658692076
-5.5,0.9955840522739114334050243423775726
-5.4,1.217540824672750459029356419547240
-5.3,1.501273396044365519390106426734876
-5.2,1.885641877987159924899791070341458
-5.1,2.449389416624884182217480610109918
-5.0,3.380515007454536054942734997138872
-4.9,5.267493065522370577318867079267719
-4.8,11.38487065018512678263141105254587
-4.7,80.71275934007959795876483049485843
-4.6,8.860174880633090275695044704183090
-4.5,4.637332048092049225764562476710503
-4.4,3.096323779434653546801189690351141
-4.3,2.285847877484377013967782010546763
-4.2,1.777779774659839937277764811328062
-4.1,1.423526483397498356647469407183039
-4.0,1.157821282629478748212098228807368
-3.9,0.9474246503258930186149190764235157
-3.8,0.7735560908487853336591076690503095
-3.7,0.6247330757259478850725683329839871
-3.6,0.4934667299432355959274844570685780
-3.5,0.3745856400974575127945062413698175
-3.4,0.2643169007778311942896101373656093
-3.3,0.1597457475283291390525194243596177
-3.2,0.05847385426459275450475899704914033
-3.1,0.04161665457160247366461920411866502
-3.0,0.1425465430449249008138523486264563
-2.9,0.2464053939099981847806901886050149
-2.8,0.3555298315188065228227328202721813
-2.7,0.4727276288160478653826717722705335
-2.6,0.6015966131041412900018337312902391
-2.5,0.7470222972730061434225850815478443
-2.4,0.9160142897578805518546074382384075
-2.3,1.119213641950115090904491856095232
-2.2,1.373823057350715927842168839446881
